company_name,state,sector,paid_up_capital,authorized_cap_inr,age_years,director_count,sector_risk_score,credit_score,default_risk,log_cap,capital_tier,is_metro,state_msme_credit_cr,is_opportunity,credit_score_raw,state_npa_proxy,credit_gap_ratio
Blue Tech Ltd,Karnataka,IT Services,500444.09668653726,662037.2055730408,11.006695657140796,2,0.15,89.5,1,13.12325317479027,Micro,True,144200.0,0,55.9,0.05,0.65
Apex Trading Corp,Telangana,Logistics,979426.139511201,1177293.5114135286,4.630047744276092,3,0.35,38.8,1,13.794723128210723,Micro,True,51500.0,0,33.1,0.06,0.65
Royal Logistics Pvt Ltd,Uttar Pradesh,Retail,3977643.477047741,4437806.711070931,1.4955363012766532,4,0.28,34.3,0,15.196200362116478,Small,False,51500.0,0,31.1,0.09,0.45
Green Ventures Ltd,Rajasthan,F&B,81406.50461248682,91779.1846380029,2.893087932090846,2,0.55,1.2,0,11.307222741997595,Micro,False,51500.0,0,10.1,0.08,0.65
Apex Ventures Corp,Tamil Nadu,Manufacturing,2118942.305458037,3167216.920911474,6.917565965196513,3,0.42,67.1,0,14.566428081563595,Small,True,154500.0,1,43.2,0.06,0.45
Nova Industries Ltd,Maharashtra,IT Services,877855.1089166999,969522.2839572388,5.385456286298544,3,0.15,58.4,1,13.685237974125924,Micro,True,226600.0,0,39.6,0.05,0.65
Global Industries Ltd,Telangana,Retail,1200532.3636947712,1535211.031433453,8.981608976564315,3,0.28,81.1,0,13.998276485756453,Small,True,51500.0,0,50.5,0.06,0.45
Apex Tech Ltd,Telangana,Retail,3838599.427930292,5688030.534238622,2.0478887317717787,5,0.28,38.1,0,15.160618386234733,Small,True,51500.0,0,32.8,0.06,0.45
Nova Systems Ltd,Tamil Nadu,IT Services,300702.11298519425,342302.5230655157,15.661119582042854,5,0.15,97.2,0,12.613878721384603,Micro,True,154500.0,0,69.2,0.06,0.65
Shree Trading Ltd,Tamil Nadu,Manufacturing,277937.05490614555,326613.39006189426,4.154161900057115,5,0.42,15.8,1,12.535153543765189,Micro,True,154500.0,0,23.5,0.06,0.65
Lakshmi Solutions Ltd,Delhi,F&B,11201213.399132036,12996097.05929728,7.386259400242519,3,0.55,80.8,0,16.23153275888131,Small,True,103000.0,0,50.2,0.04,0.45
Blue Logistics Pvt Ltd,Telangana,F&B,2782330.39239895,3169991.0025356812,2.578306280912509,5,0.55,22.9,0,14.838799764572194,Small,True,51500.0,0,26.8,0.06,0.45
Prime Tech Ltd,West Bengal,Construction,399507.29798708734,468804.851086944,4.424064566767564,3,0.68,9.5,1,12.897989814904136,Micro,False,51500.0,0,20.4,0.08,0.65
Nova Trading Corp,Uttar Pradesh,Logistics,183597.35747869956,225925.66988483537,4.74415530991881,1,0.35,19.3,0,12.120505810934064,Micro,False,51500.0,0,25.0,0.09,0.65
Royal Logistics Corp,Rajasthan,Construction,962382.1322537416,1226310.372905502,5.769797793511828,5,0.68,30.1,0,13.777167916736872,Micro,False,51500.0,0,29.4,0.08,0.65
Shree Ventures Ltd,Uttar Pradesh,Construction,3234836.7973981793,3867718.072154536,5.8438202527223,4,0.68,47.3,0,14.989489344752265,Small,False,51500.0,0,35.8,0.09,0.45
Sai Solutions Corp,Delhi,Construction,2022199.5069514748,2463624.551561439,3.0196899673690236,3,0.68,16.7,0,14.519696836332448,Small,True,103000.0,0,23.8,0.04,0.45
Apex Solutions LLP,Delhi,Logistics,1226647.992616972,1434590.0908900723,5.6556383515299915,4,0.35,52.9,0,14.01979661318052,Small,True,103000.0,0,37.7,0.04,0.45
Global Solutions Pvt Ltd,Maharashtra,Manufacturing,630569.0451581702,866298.0505677739,11.165957779948108,7,0.42,83.0,1,13.354379522836972,Micro,True,226600.0,0,51.5,0.05,0.65
Royal Enterprises Corp,Delhi,IT Services,1142514.596613847,1561037.388110427,15.657359143450384,5,0.15,99.0,0,13.948743052960468,Small,True,103000.0,0,75.9,0.04,0.45
Prime Logistics LLP,Rajasthan,Manufacturing,139005.73115956437,165481.49947218696,3.650841445572077,2,0.42,6.9,0,11.842277636548724,Micro,False,51500.0,0,18.3,0.08,0.65
Green Ventures Pvt Ltd,Rajasthan,IT Services,826610.6013132965,1195188.1906407252,6.7457262523611785,1,0.15,69.0,1,13.625090215939862,Micro,False,51500.0,0,44.0,0.08,0.65
Blue Ventures Corp,Maharashtra,IT Services,9245142.926513562,10337464.894191563,6.843535338632481,3,0.15,90.2,0,16.039608990720424,Small,True,226600.0,0,56.5,0.05,0.45
Sai Ventures Ltd,West Bengal,Manufacturing,112481.24594772028,165385.49289017665,7.476068134714405,4,0.42,32.4,0,11.630550674374662,Micro,False,51500.0,0,30.3,0.08,0.65
Nova Logistics LLP,Delhi,Construction,755577.0743341036,1119606.5932026994,2.7450736859823057,3,0.68,6.5,0,13.535238396631703,Micro,True,103000.0,0,17.9,0.04,0.65
Blue Solutions Ltd,Tamil Nadu,F&B,3201980.2624203092,3877035.478374136,7.065282642745245,3,0.55,66.3,0,14.97928032068542,Small,True,154500.0,1,42.8,0.06,0.45
Lakshmi Systems LLP,Telangana,Manufacturing,16137358.410551146,18362082.91622258,5.727714099799283,6,0.42,79.5,0,16.596647602127042,Small,True,51500.0,0,49.4,0.06,0.45
Shree Industries Pvt Ltd,Maharashtra,Logistics,3125319.904615199,3448217.7163013546,3.397836707314549,2,0.35,43.7,0,14.9550475253573,Small,True,226600.0,0,34.7,0.05,0.45
Royal Solutions LLP,West Bengal,IT Services,3415569.5952167925,4725027.723525244,13.559979455984298,2,0.15,98.6,0,15.04385512201284,Small,False,51500.0,0,74.3,0.08,0.45
Global Trading Ltd,Delhi,F&B,3169950.8279142715,4554507.5344089605,2.815148340758851,3,0.55,27.6,0,14.969226949496443,Small,True,103000.0,0,28.3,0.04,0.45
Lakshmi Solutions Pvt Ltd,Telangana,Construction,2505330.477072899,3446021.092403114,1.8137593073494016,4,0.68,9.9,0,14.733931609923571,Small,True,51500.0,0,20.7,0.06,0.45
Royal Industries Corp,West Bengal,Retail,476308.66716832464,551592.0514262832,5.966618941654493,1,0.28,46.7,0,13.073823482968296,Micro,False,51500.0,0,35.6,0.08,0.65
Prime Industries Corp,Tamil Nadu,Retail,311660.3382219241,362443.2928928418,4.245713375738179,5,0.28,25.3,1,12.649672422842418,Micro,True,154500.0,0,27.6,0.06,0.65
Global Ventures Corp,Delhi,Manufacturing,4324798.150569851,5135061.418846858,1.9410942306112595,2,0.42,31.2,0,15.279876258095184,Small,True,103000.0,0,29.8,0.04,0.45
Sai Enterprises Pvt Ltd,West Bengal,Construction,16526646.030823093,21183613.638503607,3.682314763472189,3,0.68,49.6,0,16.620484607771587,Small,False,51500.0,0,36.6,0.08,0.45
Nova Industries Ltd,Rajasthan,Logistics,16138622.517703354,20706091.570727974,4.6196287420054025,4,0.35,75.7,0,16.596725933259865,Small,False,51500.0,0,47.2,0.08,0.45
Blue Tech Ltd,Maharashtra,Logistics,83133.55023707381,99764.71971234475,6.684176241450274,4,0.35,25.3,1,11.328215661428857,Micro,True,226600.0,0,27.6,0.05,0.65
Nova Ventures Ltd,Uttar Pradesh,Manufacturing,1482953.0983536437,2051768.111742142,4.097730966307733,2,0.42,35.8,0,14.209546668755442,Small,False,51500.0,0,31.8,0.09,0.45
Global Logistics Pvt Ltd,Maharashtra,Retail,688898.3883023142,890158.1529472985,5.929219039534402,3,0.28,51.6,1,13.44285051364696,Micro,True,226600.0,0,37.3,0.05,0.65
Prime Tech Corp,Uttar Pradesh,Manufacturing,12678817.810068266,16122152.006225497,0.6583913295635847,4,0.42,33.8,0,16.355443348854166,Small,False,51500.0,0,30.9,0.09,0.45
Shree Solutions LLP,Delhi,Manufacturing,675833.1814636642,994494.588905262,5.963652384846888,2,0.42,42.1,1,13.423703031242878,Micro,True,103000.0,0,34.2,0.04,0.65
Lakshmi Tech Ltd,West Bengal,Retail,159739.17269232532,195177.34454374464,3.925008573851296,5,0.28,14.7,0,11.98130385355459,Micro,False,51500.0,0,23.1,0.08,0.65
Royal Ventures Corp,Delhi,Construction,1196885.9118867507,1704898.4557605835,6.74282704877276,3,0.68,41.2,0,13.995234503791858,Small,True,103000.0,0,33.8,0.04,0.45
Blue Systems Corp,Rajasthan,Retail,546090.0383243697,649846.8566189898,1.947793658186832,3,0.28,13.8,1,13.210540977685817,Micro,False,51500.0,0,22.6,0.08,0.65
Green Enterprises Corp,Delhi,Logistics,7946845.909272794,9356393.732861202,6.390782276242207,2,0.35,79.8,0,15.888285792772097,Small,True,103000.0,0,49.6,0.04,0.45
Blue Trading Ltd,Rajasthan,Construction,727551.6600808994,1032592.5177147927,3.85133171957412,4,0.68,11.4,0,13.497441660399044,Micro,False,51500.0,0,21.4,0.08,0.65
Lakshmi Ventures Ltd,Karnataka,F&B,527383.4192706587,609405.6078110411,5.073176527292849,2,0.55,23.2,0,13.175685009936794,Micro,True,144200.0,0,26.9,0.05,0.65
Shree Industries Pvt Ltd,Maharashtra,Manufacturing,610056.7611264556,847072.4874890646,1.1678779922630778,4,0.42,5.7,1,13.321308922037884,Micro,True,226600.0,0,17.3,0.05,0.65
Royal Industries LLP,West Bengal,Construction,696956.3706574955,935431.585869506,3.99232382041925,4,0.68,11.9,0,13.454479526692175,Micro,False,51500.0,0,21.7,0.08,0.65
Royal Solutions LLP,West Bengal,Retail,1066309.9427273013,1369966.894910025,2.478900150188731,3,0.28,26.0,0,13.879715532288136,Small,False,51500.0,0,27.8,0.08,0.45
Lakshmi Logistics Pvt Ltd,Maharashtra,Construction,694899.699403252,784600.4697400981,6.358726128797284,4,0.68,30.9,1,13.451524235782344,Micro,True,226600.0,0,29.7,0.05,0.65
Shree Systems Ltd,Uttar Pradesh,Construction,1564870.0850338575,1798534.2742631428,8.734167838053615,4,0.68,64.3,0,14.263314004783204,Small,False,51500.0,1,41.9,0.09,0.45
Shree Ventures Ltd,Tamil Nadu,Retail,1813436.814580047,2501521.054763852,12.036119653604992,1,0.28,94.7,0,14.410734946838728,Small,True,154500.0,0,63.0,0.06,0.45
Prime Tech Ltd,Maharashtra,Manufacturing,5472892.431931975,7014643.442097702,7.72705147807655,5,0.42,81.6,0,15.515317998336258,Small,True,226600.0,0,50.7,0.05,0.45
Apex Systems Corp,West Bengal,F&B,1641142.378717771,2235516.555884505,7.079892807119732,3,0.55,58.2,0,14.310903739026791,Small,False,51500.0,1,39.5,0.08,0.45
Global Solutions Corp,Delhi,Manufacturing,2532933.124114393,3455039.419953675,3.9049166192861673,3,0.42,41.2,0,14.744888921584586,Small,True,103000.0,0,33.8,0.04,0.45
Shree Ventures Ltd,Maharashtra,Manufacturing,835715.6075385006,955962.10274741,11.354719492293782,3,0.42,86.1,0,13.636044848400063,Micro,True,226600.0,0,53.6,0.05,0.65
Prime Systems Ltd,West Bengal,Logistics,220618.56083533663,277725.50107230066,7.377123386491697,4,0.35,44.2,0,12.304195052928227,Micro,False,51500.0,0,34.9,0.08,0.65
Blue Industries LLP,Telangana,F&B,123953.24925824656,137061.06767092348,6.690497729866278,2,0.55,19.5,0,11.727667818910788,Micro,True,51500.0,0,25.1,0.06,0.65
Shree Systems LLP,Rajasthan,Logistics,1482325.5632512493,1678354.9890084122,2.296797264976459,2,0.35,24.0,0,14.209123413635016,Small,False,51500.0,0,27.2,0.08,0.45
Royal Trading Corp,Delhi,Manufacturing,2957376.5448900824,4398887.06311646,4.987476983478385,4,0.42,54.7,0,14.899813469037516,Small,True,103000.0,0,38.3,0.04,0.45
Lakshmi Ventures LLP,Rajasthan,Retail,3310952.934314094,4346233.612717999,1.676821294668299,4,0.28,33.6,0,15.012746903510246,Small,False,51500.0,0,30.8,0.08,0.45
Shree Tech Ltd,Rajasthan,Retail,1399212.946504675,1632900.2865530895,3.8067415898271095,5,0.28,40.9,0,14.151421170121614,Small,False,51500.0,0,33.7,0.08,0.45
Apex Ventures LLP,Uttar Pradesh,Logistics,5499298.419677416,7896790.886817106,3.2216097471660463,6,0.35,50.9,0,15.520131263848931,Small,False,51500.0,0,37.0,0.09,0.45
Prime Enterprises Ltd,Karnataka,Logistics,231187.27626740996,256077.82683278216,1.6431034233414492,4,0.35,4.3,1,12.350987706308713,Micro,True,144200.0,0,15.6,0.05,0.65
Global Solutions Pvt Ltd,Rajasthan,Logistics,136480.33506570786,150334.627765283,10.369594939102887,4,0.35,66.1,1,11.823943144812098,Micro,False,51500.0,0,42.7,0.08,0.65
Lakshmi Trading Pvt Ltd,Rajasthan,IT Services,247536.6186000025,309913.3636412931,4.344759782868624,4,0.15,30.9,0,12.419317843784356,Micro,False,51500.0,0,29.7,0.08,0.65
Sai Trading Pvt Ltd,Telangana,IT Services,2553158.00640169,3262978.93503212,13.207925825337298,2,0.15,97.9,0,14.752841976462658,Small,True,51500.0,0,71.6,0.06,0.45
Lakshmi Ventures Ltd,Karnataka,Manufacturing,12710665.194185987,17702790.922504123,3.123893137955811,1,0.42,57.6,0,16.35795205675551,Small,True,144200.0,1,39.3,0.05,0.45
Royal Systems LLP,Karnataka,Logistics,1010878.7730526504,1442281.63870233,11.85770324395115,3,0.35,91.5,0,13.826331572091094,Small,True,144200.0,0,57.8,0.05,0.45
Apex Trading LLP,Delhi,Construction,1001024.4022737604,1325936.509285512,4.026729115358922,2,0.68,16.4,0,13.816535434872232,Small,True,103000.0,0,23.7,0.04,0.45
Royal Industries Pvt Ltd,Delhi,Construction,992663.6228518406,1479125.4590450767,3.0399625773163774,4,0.68,9.3,0,13.808148144642336,Micro,True,103000.0,0,20.3,0.04,0.65
Green Enterprises Ltd,Gujarat,Construction,10885961.928079996,13396050.384150924,3.1900061088112865,1,0.68,38.1,0,16.20298471250291,Small,True,123600.0,0,32.8,0.06,0.45
Apex Solutions LLP,Rajasthan,Construction,383476.70409908646,477464.3621390395,10.1781700640729,2,0.68,58.7,1,12.857036760156964,Micro,False,51500.0,0,39.7,0.08,0.65
Lakshmi Logistics Ltd,Uttar Pradesh,IT Services,931752.8603014024,1111071.255229419,2.116669431485118,3,0.15,28.6,1,13.744823960398554,Micro,False,51500.0,0,28.8,0.09,0.65
Apex Systems LLP,Delhi,Construction,207778.4412781264,250689.8685371853,9.46256392631457,5,0.68,42.1,0,12.244232417613912,Micro,True,103000.0,0,34.2,0.04,0.65
Apex Enterprises Ltd,Karnataka,IT Services,5611475.914226768,8241558.402733751,6.375841047778817,2,0.15,84.3,0,15.540324507418894,Small,True,144200.0,0,52.4,0.05,0.45
Apex Enterprises Corp,Karnataka,F&B,46024.47667731558,53345.6313805159,10.840118414295231,3,0.55,42.4,1,10.736950362969225,Micro,True,144200.0,0,34.3,0.05,0.65
Shree Ventures Ltd,Telangana,Retail,2789051.404900483,3395773.7475452125,1.020714689664591,2,0.28,25.6,0,14.841212456286266,Small,True,51500.0,0,27.7,0.06,0.45
Royal Industries LLP,Delhi,Logistics,492803.1702943259,548795.3445942212,3.757300798123501,3,0.35,22.6,0,13.107867153613542,Micro,True,103000.0,0,26.7,0.04,0.65
Lakshmi Ventures Corp,Karnataka,IT Services,970841.199979852,1430787.0947790116,9.421404626850132,2,0.15,86.7,0,13.785919221172737,Micro,True,144200.0,0,53.9,0.05,0.65
Blue Solutions LLP,Delhi,Logistics,3158382.5224185977,3664505.1857858594,16.059144511705785,5,0.35,99.1,0,14.965570911141644,Small,True,103000.0,0,77.9,0.04,0.45
Blue Ventures Ltd,Karnataka,F&B,1982964.936475185,2802831.7466155314,10.348359197532048,3,0.55,83.1,0,14.500104229580913,Small,True,144200.0,0,51.6,0.05,0.45
Nova Ventures LLP,Telangana,Logistics,38881559.54173857,50764403.21955683,2.514419820600558,2,0.35,69.8,0,17.476030674141423,Medium,True,51500.0,0,44.4,0.06,0.25
Shree Enterprises Pvt Ltd,Gujarat,Logistics,3988564.429512133,5515414.707454408,4.943051401155396,6,0.35,62.4,0,15.198942182739858,Small,True,123600.0,1,41.2,0.06,0.45
Sai Enterprises Corp,Maharashtra,Manufacturing,19688.024879998105,23914.96262390342,6.704366093212746,2,0.42,7.6,0,9.887816646790691,Micro,True,226600.0,0,18.9,0.05,0.65
Royal Solutions Ltd,Delhi,Manufacturing,4093907.3862797422,5686675.526012313,8.34034956247635,3,0.42,82.6,0,15.225010667395528,Small,True,103000.0,0,51.3,0.04,0.45
Royal Logistics Ltd,Delhi,F&B,85598192.1918476,98890246.01922897,7.356402416881256,2,0.55,93.3,0,18.26517473331733,Medium,True,103000.0,0,60.4,0.04,0.25
Sai Systems Pvt Ltd,Karnataka,F&B,1530212.164301121,1982275.4302997668,5.274220298867384,4,0.55,38.6,0,14.240917606736687,Small,True,144200.0,0,33.0,0.05,0.45
Apex Ventures Ltd,Telangana,F&B,512617.2553686595,745983.9346551227,3.244098569807888,3,0.55,9.7,0,13.147286705560568,Micro,True,51500.0,0,20.6,0.06,0.65
Lakshmi Systems Corp,Rajasthan,Manufacturing,8228897.373093684,11549937.667781891,3.7381454478873257,5,0.42,57.2,0,15.923162708662725,Small,False,51500.0,1,39.2,0.08,0.45
Sai Ventures Corp,Tamil Nadu,Construction,765413.342528134,861297.6057367724,4.3012155682948,4,0.68,15.0,1,13.548172590403,Micro,True,154500.0,0,23.2,0.06,0.65
Nova Systems Corp,Delhi,F&B,77518634.94903973,99918177.03727672,5.778156644937142,3,0.55,87.3,0,18.166028929275353,Medium,True,103000.0,0,54.5,0.04,0.25
Apex Trading Pvt Ltd,Telangana,Retail,745136.6217537816,1080632.305259297,9.38419064404067,2,0.28,79.6,0,13.521324207488014,Micro,True,51500.0,0,49.5,0.06,0.65
Prime Systems Pvt Ltd,Telangana,Construction,268358.60939780227,344128.9512461968,10.896601045434725,4,0.68,60.4,1,12.50008318616005,Micro,True,51500.0,0,40.4,0.06,0.65
Royal Ventures Pvt Ltd,Karnataka,Logistics,4726693.133332332,6586569.948691351,7.91663927685173,2,0.35,83.9,0,15.36873660138446,Small,True,144200.0,0,52.2,0.05,0.45
Blue Trading Pvt Ltd,Maharashtra,F&B,542001.1667566986,692458.2249698808,9.23389445594595,3,0.55,62.4,0,13.20302527811988,Micro,True,226600.0,1,41.2,0.05,0.65
Royal Logistics LLP,Gujarat,Construction,1650093.6218825113,1913239.60594544,4.53760757667652,1,0.68,26.5,0,14.316343190827972,Small,True,123600.0,0,27.9,0.06,0.45
Apex Trading Corp,West Bengal,Logistics,372154.85848029616,419448.8829499258,9.468397219976763,3,0.35,70.5,1,12.827068019919412,Micro,False,51500.0,0,44.7,0.08,0.65
Nova Ventures Pvt Ltd,Tamil Nadu,Logistics,2583164.514032615,3533035.6825501756,7.575243082875034,3,0.35,77.1,0,14.76452614824132,Small,True,154500.0,0,48.0,0.06,0.45
Green Industries Corp,Telangana,F&B,330098.71082065406,453949.0505634141,3.2623859860129714,4,0.55,7.1,0,12.707150041805315,Micro,True,51500.0,0,18.4,0.06,0.65
Prime Logistics Corp,Tamil Nadu,Logistics,2062798.9753250824,2756160.6115006115,2.1106046721171756,1,0.35,27.6,0,14.539574829197084,Small,True,154500.0,0,28.3,0.06,0.45
Green Enterprises LLP,Maharashtra,F&B,1481386.0981922045,1775412.5847940743,3.231546282066793,5,0.55,20.7,0,14.208489435324132,Small,True,226600.0,0,25.9,0.05,0.45
Nova Enterprises Ltd,Gujarat,IT Services,841784.3775649511,1050995.8633185928,4.100869128734489,5,0.15,45.0,0,13.643280364729335,Micro,True,123600.0,0,35.1,0.06,0.65
Nova Solutions LLP,Uttar Pradesh,IT Services,11985638.48953142,15027811.73740656,9.25509061426603,3,0.15,96.2,0,16.29921978191831,Small,False,51500.0,0,66.0,0.09,0.45
Blue Ventures Corp,Uttar Pradesh,IT Services,637371.8292191505,953300.6080429624,7.11059063052968,5,0.15,68.8,0,13.36511005253742,Micro,False,51500.0,1,43.9,0.09,0.65
Lakshmi Enterprises Ltd,Delhi,Manufacturing,1355720.9394594317,1772730.53444074,2.443287616187474,4,0.42,20.3,0,14.119844667059226,Small,True,103000.0,0,25.7,0.04,0.45
Green Trading LLP,Delhi,IT Services,1123857.741876614,1247082.7530797028,4.9381606980787165,2,0.15,57.9,0,13.932278627051074,Small,True,103000.0,1,39.4,0.04,0.45
Blue Trading Corp,Maharashtra,Retail,182562.52175791684,218589.73986869608,3.175903717302221,2,0.28,11.2,0,12.114853455871254,Micro,True,226600.0,0,21.3,0.05,0.65
Nova Ventures Pvt Ltd,Uttar Pradesh,Construction,1142369.042266577,1518572.8135331746,5.068936448356331,2,0.68,26.5,0,13.948615646717467,Small,False,51500.0,0,27.9,0.09,0.45
Shree Trading Pvt Ltd,Uttar Pradesh,Logistics,2607585.46809112,3529119.8659404446,6.350127921727873,2,0.35,68.8,0,14.773935626607766,Small,False,51500.0,1,43.9,0.09,0.45
Global Logistics Corp,Karnataka,Logistics,994311.1241422542,1216291.6424454802,11.738375327526402,3,0.35,91.2,1,13.80980644453986,Micro,True,144200.0,0,57.3,0.05,0.65
Apex Enterprises Pvt Ltd,Telangana,Construction,3014844.918316884,4173775.057519823,5.061227417988349,4,0.68,37.8,0,14.919059281801657,Small,True,51500.0,0,32.7,0.06,0.45
Prime Ventures LLP,Rajasthan,Retail,5063148.454782515,6126855.032293128,2.145455240723889,5,0.28,43.1,0,15.43749926953326,Small,False,51500.0,0,34.5,0.08,0.45
Prime Enterprises LLP,Karnataka,Retail,1416965.7720569992,1903500.1674438608,3.9698048053058814,2,0.28,42.4,0,14.164029068896816,Small,True,144200.0,0,34.3,0.05,0.45
Nova Logistics LLP,Tamil Nadu,F&B,970516.2769748302,1214257.9428026674,8.511349971345286,4,0.55,63.6,0,13.785584483570643,Micro,True,154500.0,1,41.7,0.06,0.65
Prime Solutions Corp,Uttar Pradesh,Logistics,2315377.9704010817,2946428.0304695717,1.0747579239170864,3,0.35,19.7,0,14.65508393422184,Small,False,51500.0,0,25.3,0.09,0.45
Lakshmi Logistics Ltd,West Bengal,Retail,392573.1467172846,461977.6086036118,8.528116894853767,4,0.28,67.3,0,12.88048070719742,Micro,False,51500.0,1,43.3,0.08,0.65
Blue Logistics Pvt Ltd,Rajasthan,Manufacturing,268058.2880386466,308509.9447977897,4.46190534192632,2,0.42,17.9,0,12.49896345905137,Micro,False,51500.0,0,24.4,0.08,0.65
Prime Industries Ltd,West Bengal,Logistics,2922260.0347223426,3713369.5209702905,5.2710238438950165,4,0.35,61.3,0,14.887868201567718,Small,False,51500.0,1,40.8,0.08,0.45
Green Logistics LLP,Maharashtra,F&B,18514819.77325423,26423235.84462786,3.2762848258930797,2,0.55,55.9,0,16.73408209219951,Small,True,226600.0,1,38.8,0.05,0.45
Shree Ventures Corp,Karnataka,Logistics,679625.5038576992,948451.1617810128,5.899827908303266,3,0.35,46.7,0,13.429298667221495,Micro,True,144200.0,0,35.6,0.05,0.65
Green Trading LLP,Telangana,Logistics,834762.9394565114,944392.2080775042,5.360188556885236,4,0.35,43.9,0,13.634904256626058,Micro,True,51500.0,0,34.8,0.06,0.65
Green Systems LLP,West Bengal,Manufacturing,479324.5876270108,650917.1311030355,5.92790354049117,4,0.42,37.0,1,13.080135369132767,Micro,False,51500.0,0,32.3,0.08,0.65
Apex Industries Ltd,Uttar Pradesh,Construction,3193313.2207623012,3677377.153843095,10.204080848408124,6,0.68,81.1,0,14.976569876113516,Small,False,51500.0,0,50.5,0.09,0.45
Lakshmi Trading LLP,Uttar Pradesh,Logistics,3033062.931456348,3675097.678414898,1.2561548409271193,2,0.35,24.3,0,14.92508386506919,Small,False,51500.0,0,27.3,0.09,0.45
Green Enterprises Corp,Gujarat,Logistics,270993.3609711539,320948.79640767106,3.2999522825402554,4,0.35,12.7,0,12.50985329142082,Micro,True,123600.0,0,22.1,0.06,0.65
Green Industries Ltd,Delhi,Logistics,752473.8958851852,973057.1145563594,4.807847550313104,1,0.35,37.2,0,13.53112291409876,Micro,True,103000.0,0,32.4,0.04,0.65
Green Solutions Ltd,Telangana,Construction,1789882.6943169718,2050725.8753040133,3.966227679280547,5,0.68,22.0,0,14.39766120046404,Small,True,51500.0,0,26.4,0.06,0.45
Apex Tech Ltd,Maharashtra,Logistics,736684.4519272909,965153.6186745972,8.124776516745415,3,0.35,67.8,0,13.509916284854484,Micro,True,226600.0,1,43.5,0.05,0.65
Shree Enterprises Corp,Maharashtra,Retail,524310.8301777492,695197.525817006,9.994205129042165,4,0.28,80.1,1,13.16984188206298,Micro,True,226600.0,0,49.8,0.05,0.65
Prime Industries Pvt Ltd,Karnataka,Manufacturing,1354050.1727084245,1772274.4604175307,6.539849413730874,3,0.42,58.4,0,14.11861152546872,Small,True,144200.0,1,39.6,0.05,0.45
Royal Systems LLP,Uttar Pradesh,Logistics,2344754.670474011,2746457.3661141307,3.869498548888071,3,0.35,44.2,0,14.667691762738666,Small,False,51500.0,0,34.9,0.09,0.45
Global Trading LLP,Karnataka,Construction,499912.8203197631,568173.263858697,13.148165732539882,4,0.68,82.5,0,13.122191003188274,Micro,True,144200.0,0,51.2,0.05,0.65
Prime Industries Pvt Ltd,Maharashtra,Manufacturing,891342.5134359811,1198452.8139209026,13.088769025207018,2,0.42,93.1,1,13.700485169117853,Micro,True,226600.0,0,59.8,0.05,0.65
Prime Industries Ltd,West Bengal,Retail,295641.8723318132,430268.4468069736,8.576592121460246,2,0.28,65.0,0,12.596907492491638,Micro,False,51500.0,1,42.1,0.08,0.65
Green Solutions LLP,Delhi,F&B,479149.04434867896,587417.6837043571,9.134121255690186,4,0.55,60.2,0,13.079769072328888,Micro,True,103000.0,1,40.3,0.04,0.65
Green Systems LLP,West Bengal,Construction,3012326.107757855,4197735.179846658,3.751337183289994,3,0.68,27.6,0,14.918223463518435,Small,False,51500.0,0,28.3,0.08,0.45
Blue Systems Pvt Ltd,Tamil Nadu,Manufacturing,506296.7616338822,663835.3296850328,2.0133221719388352,4,0.42,8.1,0,13.134880236920935,Micro,True,154500.0,0,19.3,0.06,0.65
Green Logistics LLP,Gujarat,Retail,2445653.226501739,3330504.716103883,9.803715440455695,2,0.28,90.7,0,14.709823222400011,Small,True,123600.0,0,56.9,0.06,0.45
Sai Industries Ltd,Uttar Pradesh,IT Services,741414.2950232512,1033047.9921345876,5.066699811305133,4,0.15,52.9,1,13.516316199406734,Micro,False,51500.0,0,37.7,0.09,0.65
Royal Systems Pvt Ltd,Telangana,F&B,12645360.007993814,16230637.8703671,4.078223570788559,2,0.55,58.4,0,16.352800987144377,Small,True,51500.0,1,39.6,0.06,0.45
Blue Trading Ltd,Rajasthan,Manufacturing,969824.0716985918,1227409.6100529556,3.4973228035252406,3,0.42,25.3,0,13.78487099576157,Micro,False,51500.0,0,27.6,0.08,0.65
Green Solutions Ltd,Rajasthan,F&B,2137213.016639011,2759023.625928141,13.058597440907528,5,0.55,93.6,0,14.575013677456662,Small,False,51500.0,0,61.2,0.08,0.45
Green Industries LLP,Karnataka,IT Services,3216157.8964946447,3902280.4030527594,4.106888151937983,4,0.15,64.0,0,14.98369831617446,Small,True,144200.0,1,41.8,0.05,0.45
Sai Enterprises Corp,Tamil Nadu,Construction,1307655.0332039087,1830679.7098966136,8.106241360447488,2,0.68,56.2,0,14.083746804859553,Small,True,154500.0,1,38.9,0.06,0.45
Blue Trading Corp,Maharashtra,Construction,1056608.9900588235,1410860.3739959912,4.686888328006188,4,0.68,21.4,0,13.870576218578524,Small,True,226600.0,0,26.2,0.05,0.45
Prime Solutions Ltd,Gujarat,F&B,7282340.923121764,8846890.601755306,7.387150809835807,3,0.55,77.1,0,15.80096306117736,Small,True,123600.0,0,48.0,0.06,0.45
Apex Industries Pvt Ltd,Telangana,Manufacturing,131310.77266654087,158758.48854053134,4.1144750658175795,5,0.42,8.5,0,11.785329718621352,Micro,True,51500.0,0,19.6,0.06,0.65
