COMPANY_NAME,STATE,INDUSTRY,AGE_YEARS,AUTHORIZED_CAP_INR,DIRECTOR_COUNT,IS_METRO,SECTOR_RISK_SCORE,CAPITAL_TIER,CREDIT_SCORE,DEFAULT_RISK,IS_OPPORTUNITY
Kumar Beverages & Sons,Maharashtra,F&B,3.59,590310.58,6,1,0.55,Micro,47.23,1,0
Venkat Industries & Sons,Gujarat,Manufacturing,6.76,1462892.79,2,1,0.48,Small,57.76,0,0
Das Freight Pvt Ltd,Gujarat,Logistics,10.13,50000.0,2,1,0.38,Micro,65.59,0,1
Sharma Transport Pvt Ltd,Gujarat,Logistics,14.55,8822879.51,3,0,0.38,Small,84.15,0,0
GJ Projects Pvt Ltd,Gujarat,Construction,8.26,54248.25,2,0,0.65,Micro,49.24,1,0
Rao Digital & Co,Uttar Pradesh,IT Services,17.26,524711.51,2,0,0.2,Micro,78.94,0,1
AP Sharma Pvt Ltd,Andhra Pradesh,Retail,2.3,413934.17,2,0,0.32,Micro,35.28,1,0
Rao Traders LLP,Karnataka,Retail,1.94,199226.73,2,1,0.32,Micro,45.37,1,0
AP Reddy Enterprises,Andhra Pradesh,F&B,15.89,2837108.87,2,1,0.55,Small,71.17,0,0
NCR Realty & Sons,Delhi,Construction,0.68,248371.86,3,1,0.65,Micro,43.09,1,0
Nashik Commerce & Co,Maharashtra,Retail,8.42,61640.17,2,1,0.32,Micro,64.52,0,0
Venkat Beverages Enterprises,Maharashtra,F&B,1.0,722710.82,2,1,0.55,Micro,46.39,1,0
Mehta Beverages Pvt Ltd,Tamil Nadu,F&B,10.0,203908.01,2,0,0.55,Micro,52.21,0,0
Howrah Commerce & Sons,West Bengal,Retail,13.95,50000.0,2,0,0.32,Micro,76.52,0,1
Menon Transport LLP,Rajasthan,Logistics,5.98,116676.29,6,0,0.38,Micro,70.72,0,1
AP Gowda LLP,Andhra Pradesh,Logistics,3.0,2021103.25,3,0,0.38,Small,56.23,0,0
Mehta Estates & Co,Delhi,Construction,2.27,321308.78,2,1,0.65,Micro,37.43,1,0
Rohini Mart Enterprises,Delhi,Retail,1.57,498460.77,2,1,0.32,Micro,48.87,1,0
Pune Shetty Pvt Ltd,Maharashtra,F&B,1.97,50000.0,7,1,0.55,Micro,57.56,0,0
Hegde Bazaar Pvt Ltd,Tamil Nadu,Retail,9.75,50000.0,6,0,0.32,Micro,77.52,0,1
NCR Mfg Co & Sons,Delhi,Manufacturing,0.57,308461.16,2,1,0.48,Micro,43.29,1,0
Mumbai Verma Pvt Ltd,Maharashtra,Logistics,0.66,2574482.36,2,1,0.38,Small,44.68,1,0
Verma Mfg Co Pvt Ltd,Karnataka,Manufacturing,16.76,3498223.34,2,0,0.48,Small,65.66,0,1
Rajkot Jain LLP,Gujarat,F&B,6.38,50000.0,4,0,0.55,Micro,48.55,1,0
Das Kitchen Enterprises,Rajasthan,F&B,5.18,508462.94,2,0,0.55,Micro,49.11,1,0
Jorhat Nair & Co,Assam,F&B,7.84,2556538.96,2,0,0.55,Small,64.31,0,0
Menon Solutions Pvt Ltd,Punjab,IT Services,8.68,1203214.89,2,0,0.2,Small,76.19,0,1
Varanasi Rao & Sons,Uttar Pradesh,Manufacturing,10.0,4568838.26,2,0,0.48,Small,77.01,0,1
Salem Solutions LLP,Tamil Nadu,IT Services,8.61,1715303.13,2,0,0.2,Small,68.51,0,1
Gupta Couriers Pvt Ltd,Uttar Pradesh,Logistics,8.98,811163.86,3,0,0.38,Micro,74.7,0,1
WB Patel & Sons,West Bengal,Logistics,2.23,273634.73,2,1,0.38,Micro,41.87,1,0
Pillai Movers & Co,Maharashtra,Logistics,17.74,6004135.37,2,1,0.38,Small,77.46,0,0
Gupta Cargo & Co,Tamil Nadu,Logistics,5.23,125333.11,2,1,0.38,Micro,47.63,1,0
Menon Realty Enterprises,Telangana,Construction,4.66,493477.29,5,0,0.65,Micro,52.92,0,0
TN Technologies Enterprises,Tamil Nadu,IT Services,0.89,50878.13,2,0,0.2,Micro,48.08,1,0
Vadodara Reddy Pvt Ltd,Gujarat,Manufacturing,1.28,6084229.94,2,0,0.48,Small,32.34,1,0
Shah Logistics & Co,Gujarat,Logistics,10.5,897369.79,2,0,0.38,Micro,59.15,0,0
Deccan Technologies Enterprises,Karnataka,IT Services,12.94,50000.0,2,0,0.2,Micro,85.97,0,1
Chennai InfoServ Pvt Ltd,Tamil Nadu,IT Services,1.86,293778.65,2,0,0.2,Micro,53.48,0,0
Chennai Menon Pvt Ltd,Tamil Nadu,Construction,4.4,160577.45,2,0,0.65,Micro,41.23,1,0
Anand Kitchen Pvt Ltd,Maharashtra,F&B,5.84,55607449.97,3,1,0.55,Medium,66.75,0,0
Pune Nair LLP,Maharashtra,Construction,15.34,289952.78,2,1,0.65,Micro,57.92,0,0
Kapoor Projects LLP,Telangana,Construction,1.12,176133.97,2,0,0.65,Micro,28.76,1,0
Hubli Anand & Sons,Karnataka,Retail,1.5,664432.38,2,0,0.32,Micro,49.33,1,0
Rohini Singh Pvt Ltd,Delhi,Retail,3.39,50000.0,2,1,0.32,Micro,52.63,0,0
Bengaluru Nair Pvt Ltd,Karnataka,Manufacturing,10.0,2707895.13,3,0,0.48,Small,73.67,0,1
PB Couriers Enterprises,Punjab,Logistics,6.45,111985.17,3,0,0.38,Micro,66.18,0,1
KA Pillai & Sons,Karnataka,Logistics,3.38,191958.83,3,0,0.38,Micro,58.54,0,0
Rohini Mehta Pvt Ltd,Delhi,Retail,8.45,2090093.14,2,1,0.32,Small,69.48,0,1
Gwalior Mfg Co Pvt Ltd,Madhya Pradesh,Manufacturing,5.84,156186.02,4,1,0.48,Micro,60.15,0,0
Secunderabad Fabricators Pvt Ltd,Telangana,Manufacturing,19.41,445170.34,2,0,0.48,Micro,75.96,0,1
Bengaluru Jain & Co,Karnataka,IT Services,2.22,285504.96,2,1,0.2,Micro,53.28,0,0
Vijayawada Hegde & Co,Andhra Pradesh,Logistics,3.54,116975.23,3,0,0.38,Micro,63.38,0,0
Rohini Transport & Sons,Delhi,Logistics,5.0,1166888.11,3,1,0.38,Small,65.51,0,1
DL Industries Enterprises,Delhi,Manufacturing,10.23,999172.78,3,1,0.48,Micro,70.95,0,1
Shah Retail Co LLP,Maharashtra,Retail,15.78,189116.45,2,1,0.32,Micro,72.12,0,1
Mumbai Agro & Co,Maharashtra,F&B,5.0,26285156.83,2,1,0.55,Medium,50.94,0,0
Ajmer Reddy & Sons,Rajasthan,IT Services,8.01,72245.8,2,1,0.2,Micro,77.74,0,1
DL Gupta Pvt Ltd,Delhi,Retail,16.41,260268.92,2,1,0.32,Micro,70.96,0,1
Nair Kitchen Pvt Ltd,Delhi,F&B,11.75,1352278.14,7,1,0.55,Small,75.66,0,0
Udaipur Malhotra & Co,Rajasthan,Manufacturing,2.25,621247.25,4,0,0.48,Micro,53.32,0,0
Kolkata Retail Co Pvt Ltd,West Bengal,Retail,3.31,4796324.21,2,0,0.32,Small,63.71,0,0
Mumbai Manufacturing & Co,Maharashtra,Manufacturing,1.42,1494525.04,2,1,0.48,Small,43.38,1,0
Agarwal Manufacturing Pvt Ltd,Gujarat,Manufacturing,6.29,23599347.57,2,0,0.48,Medium,62.01,0,0
Nashik Dairy & Sons,Maharashtra,F&B,9.31,1903867.83,3,1,0.55,Small,68.61,0,0
Howrah Pillai LLP,West Bengal,Manufacturing,15.57,3333718.26,2,1,0.48,Small,89.03,0,1
Kanpur Engineering Pvt Ltd,Uttar Pradesh,Manufacturing,7.88,392529.69,3,0,0.48,Micro,56.59,0,0
Anand Couriers Pvt Ltd,Odisha,Logistics,11.98,910370.25,6,0,0.38,Micro,89.86,0,1
Naidu Technologies & Co,Maharashtra,IT Services,15.0,50000.0,2,1,0.2,Micro,79.45,0,1
Pune Naidu Enterprises,Maharashtra,Retail,1.23,242545.28,2,0,0.32,Micro,48.21,1,0
Deccan Malhotra Pvt Ltd,Karnataka,Logistics,14.5,800433.87,5,1,0.38,Micro,83.48,0,1
Chopra Industries & Sons,Karnataka,Manufacturing,2.92,52178.44,2,1,0.48,Micro,34.81,1,0
Mysore Gupta Pvt Ltd,Karnataka,Logistics,9.19,186456.24,3,1,0.38,Micro,71.53,0,1
Rohtak Bose Enterprises,Haryana,Retail,14.13,116949.71,2,1,0.32,Micro,74.27,0,1
Deccan Infosystems Enterprises,Karnataka,IT Services,5.65,16447668.57,3,1,0.2,Medium,79.85,0,0
Rao Supply Chain & Co,Karnataka,Logistics,5.16,539804.58,2,1,0.38,Micro,64.34,0,0
Howrah Retail Co Pvt Ltd,West Bengal,Retail,1.02,186183.96,2,0,0.32,Micro,47.84,1,0
Rao Works Pvt Ltd,Delhi,Manufacturing,0.97,361018.28,3,1,0.48,Micro,54.44,0,0
Kolkata Anand & Co,West Bengal,IT Services,13.64,173808.98,3,1,0.2,Micro,90.96,0,1
Pillai Fabricators Pvt Ltd,Maharashtra,Manufacturing,2.72,3751007.5,2,1,0.48,Small,38.18,1,0
Delhi Realty LLP,Delhi,Construction,3.75,4577935.84,7,1,0.65,Small,48.12,1,0
Bose Digital LLP,Maharashtra,IT Services,16.13,50000.0,2,1,0.2,Micro,71.23,0,1
MH Couriers Enterprises,Maharashtra,Logistics,0.53,114729.14,2,1,0.38,Micro,46.21,1,0
Patel SoftTech Pvt Ltd,Haryana,IT Services,4.58,2916884.03,3,0,0.2,Small,59.0,0,0
Pune Pillai Pvt Ltd,Maharashtra,Manufacturing,9.37,6515279.37,2,1,0.48,Small,63.67,0,0
Ahmedabad Movers Pvt Ltd,Gujarat,Logistics,0.63,679192.89,3,0,0.38,Micro,44.68,1,0
Malhotra Transport Pvt Ltd,Tamil Nadu,Logistics,0.89,2780191.15,2,1,0.38,Small,55.06,0,0
Sharma Supply Chain Pvt Ltd,Tamil Nadu,Logistics,2.87,246149.92,2,1,0.38,Micro,51.51,0,0
Faridabad Constructions Pvt Ltd,Haryana,Construction,14.81,176123.66,4,0,0.65,Micro,63.86,0,0
Kumar Stores Pvt Ltd,Maharashtra,Retail,8.75,2261254.88,2,1,0.32,Small,61.36,0,0
Agra Singh LLP,Uttar Pradesh,IT Services,12.54,1617944.87,7,0,0.2,Small,88.75,0,1
Jain Beverages & Co,Bihar,F&B,7.08,1534808.33,2,0,0.55,Small,58.06,0,0
Rajkot Mfg Co & Co,Gujarat,Manufacturing,9.36,142617.35,2,1,0.48,Micro,67.42,0,1
Jalandhar Projects & Sons,Punjab,Construction,2.41,376941.28,2,0,0.65,Micro,39.76,1,0
Pune Kumar Pvt Ltd,Maharashtra,Manufacturing,11.31,15135014.86,2,0,0.48,Medium,71.28,0,0
Madurai Dairy LLP,Tamil Nadu,F&B,3.2,50000.0,2,0,0.55,Micro,44.2,1,0
Deccan Reddy & Sons,Karnataka,Logistics,2.25,12187872.41,2,1,0.38,Medium,53.4,0,0
Ajmer Anand Pvt Ltd,Rajasthan,F&B,4.66,615935.71,3,1,0.55,Micro,53.31,0,0
Dehradun Shetty & Sons,Uttarakhand,Construction,5.62,3810080.38,6,0,0.65,Small,60.87,0,0
Mysore Engineering Pvt Ltd,Karnataka,Manufacturing,0.83,1005276.04,2,1,0.48,Small,47.42,1,0
Varanasi Commerce & Sons,Uttar Pradesh,Retail,6.07,280728.58,2,0,0.32,Micro,58.76,0,0
Mehta Mart Pvt Ltd,Karnataka,Retail,12.05,657323.45,2,0,0.32,Micro,69.31,0,1
Shetty Stores Pvt Ltd,Gujarat,Retail,5.08,2262584.74,3,1,0.32,Small,63.32,0,0
DL Agarwal Pvt Ltd,Delhi,Retail,12.52,72748.69,2,1,0.32,Micro,73.9,0,1
Jamshedpur Retail Co Pvt Ltd,Jharkhand,Retail,19.2,279704.59,6,0,0.32,Micro,82.16,0,1
Surat Rao & Sons,Gujarat,Logistics,10.87,3332547.44,2,1,0.38,Small,71.63,0,1
Coimbatore Manufacturing Enterprises,Tamil Nadu,Manufacturing,19.54,3591121.95,3,0,0.48,Small,72.2,0,1
Mumbai Transport & Co,Maharashtra,Logistics,3.93,4730818.03,2,0,0.38,Small,56.31,0,0
MH Naidu LLP,Maharashtra,Manufacturing,12.09,1798041.93,2,1,0.48,Small,79.42,0,1
Mehta Digital Pvt Ltd,Karnataka,IT Services,15.24,136320.49,2,0,0.2,Micro,65.49,0,1
Mysore Infosystems Enterprises,Karnataka,IT Services,12.22,685937.86,2,1,0.2,Micro,69.2,0,1
Secunderabad SoftTech Pvt Ltd,Telangana,IT Services,8.18,44167946.8,3,0,0.2,Medium,93.36,0,0
GJ Movers Pvt Ltd,Gujarat,Logistics,6.37,83583.6,2,0,0.38,Micro,42.56,1,0
Singh Stores LLP,Delhi,Retail,4.04,2497340.6,2,1,0.32,Small,60.66,0,0
Mumbai Rao Pvt Ltd,Maharashtra,Retail,1.27,4660349.26,3,1,0.32,Small,67.79,0,1
Jabalpur Hegde Pvt Ltd,Madhya Pradesh,Logistics,17.87,929591.19,2,1,0.38,Micro,74.96,0,1
Iyer Confectionery Pvt Ltd,Rajasthan,F&B,22.4,50000.0,3,0,0.55,Micro,67.77,0,0
MH Infosystems Enterprises,Maharashtra,IT Services,14.78,4957458.85,2,1,0.2,Small,85.69,0,1
Iyer Manufacturing Pvt Ltd,Rajasthan,Manufacturing,2.34,4684423.76,2,1,0.48,Small,64.26,0,0
Das Mfg Co Pvt Ltd,Gujarat,Manufacturing,8.35,1887542.06,2,0,0.48,Small,71.12,0,1
MH Foods Pvt Ltd,Maharashtra,F&B,10.0,949624.68,2,1,0.55,Micro,56.18,0,0
Patel Realty Pvt Ltd,Delhi,Construction,1.72,293633.98,2,1,0.65,Micro,40.32,1,0
DL Technologies & Sons,Delhi,IT Services,2.33,1046961.74,2,1,0.2,Small,60.52,0,0
Kapoor InfoServ Enterprises,Maharashtra,IT Services,10.46,3718830.13,3,1,0.2,Small,85.57,0,1
Amritsar Projects Enterprises,Punjab,Construction,3.63,66632785.35,2,0,0.65,Medium,40.55,1,0
Warangal Malhotra Enterprises,Telangana,Logistics,10.0,1097963.23,2,1,0.38,Small,71.26,0,1
Agarwal Engineering & Sons,Uttar Pradesh,Manufacturing,0.7,7562708.04,7,0,0.48,Small,55.28,0,0
NCR Fabricators Pvt Ltd,Delhi,Manufacturing,2.8,1491602.83,2,1,0.48,Small,44.76,1,0
Agarwal Engineering LLP,Tamil Nadu,Manufacturing,12.46,218038.41,2,1,0.48,Micro,65.19,0,1
Verma Developers LLP,Uttar Pradesh,Construction,8.3,418577.11,2,0,0.65,Micro,53.34,0,0
Vadodara Constructions Pvt Ltd,Gujarat,Construction,12.3,9509619.44,2,1,0.65,Small,59.99,0,0
Mumbai Venkat & Sons,Maharashtra,Manufacturing,9.98,3118855.79,2,1,0.48,Small,61.78,0,0
Capital Nair & Co,Delhi,Retail,15.85,190320.84,2,0,0.32,Micro,76.38,0,1
Reddy Confectionery Enterprises,Andhra Pradesh,F&B,8.66,50000.0,2,1,0.55,Micro,57.34,0,0
Menon Solutions & Sons,Delhi,IT Services,12.49,1275673.52,7,1,0.2,Small,94.08,0,1
Mumbai Traders Enterprises,Maharashtra,Retail,0.83,50000.0,2,1,0.32,Micro,57.41,0,0
Kolkata Shetty & Sons,West Bengal,Construction,0.71,14632003.54,2,1,0.65,Medium,48.38,1,0
Bengaluru Bazaar LLP,Karnataka,Retail,3.33,113273.74,3,1,0.32,Micro,54.68,0,0
Hubli Emporium & Co,Karnataka,Retail,18.56,50000.0,2,0,0.32,Micro,70.44,0,1
Sharma InfoServ Pvt Ltd,Maharashtra,IT Services,2.09,2126795.81,2,1,0.2,Small,50.19,0,0
Venkat Agro Pvt Ltd,Tamil Nadu,F&B,6.2,991677.06,3,1,0.55,Micro,56.08,0,0
Howrah Supply Chain Pvt Ltd,West Bengal,Logistics,1.21,7218236.72,2,0,0.38,Small,48.98,1,0
Gowda Fabricators Pvt Ltd,Delhi,Manufacturing,8.06,6294016.5,2,1,0.48,Small,65.61,0,0
Mehta Emporium & Sons,Karnataka,Retail,0.87,3168160.12,5,1,0.32,Small,61.23,0,0
Bhopal Kitchen & Co,Madhya Pradesh,F&B,4.93,3195867.07,2,0,0.55,Small,40.94,1,0
MP Foods & Co,Madhya Pradesh,F&B,14.03,78407.64,2,1,0.55,Micro,69.69,0,0
Naidu Retail Co Pvt Ltd,Madhya Pradesh,Retail,3.36,268880.94,2,0,0.32,Micro,64.16,0,0
KA Bose LLP,Karnataka,Logistics,11.23,4051971.69,2,1,0.38,Small,58.5,0,0
Kumar Bazaar Pvt Ltd,Delhi,Retail,14.57,323350.31,2,1,0.32,Micro,75.13,0,1
Shetty Estates Enterprises,Uttarakhand,Construction,12.87,205492.4,2,0,0.65,Micro,58.15,0,0
Sharma Fabricators & Sons,West Bengal,Manufacturing,2.6,50000.0,3,0,0.48,Micro,47.01,1,0
Mumbai Estates Pvt Ltd,Maharashtra,Construction,10.0,1675330.81,2,0,0.65,Small,42.55,1,0
Naidu Traders Enterprises,Maharashtra,Retail,3.83,3518549.52,4,1,0.32,Small,72.72,0,1
Menon Agro Enterprises,Delhi,F&B,3.16,432165.09,2,1,0.55,Micro,51.18,0,0
Rohtak Sharma Enterprises,Haryana,F&B,10.0,102881.36,2,1,0.55,Micro,56.57,0,0
Surat Industries Enterprises,Gujarat,Manufacturing,6.81,648603.94,2,1,0.48,Micro,53.54,0,0
NCR Developers Enterprises,Delhi,Construction,10.72,864787.61,2,1,0.65,Micro,53.09,0,0
Gupta Freight Pvt Ltd,Maharashtra,Logistics,4.46,152248.99,2,1,0.38,Micro,53.44,0,0
UP InfoServ & Sons,Uttar Pradesh,IT Services,13.44,1511344.88,4,0,0.2,Small,94.96,0,1
Gupta Industries Pvt Ltd,Andhra Pradesh,Manufacturing,10.0,89199.12,2,0,0.48,Micro,54.5,0,0
Venkat Industries Enterprises,Tamil Nadu,Manufacturing,1.52,6194966.37,3,0,0.48,Small,46.68,1,0
Shetty Works Enterprises,West Bengal,Manufacturing,7.18,182892.83,3,0,0.48,Micro,79.06,0,1
Jain Traders Enterprises,Bihar,Retail,5.0,1520738.4,3,1,0.32,Small,69.61,0,1
Jain Logistics LLP,Karnataka,Logistics,20.22,1303885.75,5,1,0.38,Small,72.22,0,1
Delhi Naidu LLP,Delhi,Retail,2.21,146583.06,2,1,0.32,Micro,59.09,0,0
Hubli Couriers Enterprises,Karnataka,Logistics,9.95,11072372.53,2,1,0.38,Medium,80.42,0,0
Shah Industries Pvt Ltd,Andhra Pradesh,Manufacturing,8.83,4199737.35,2,1,0.48,Small,69.67,0,1
GJ Jain Enterprises,Gujarat,F&B,1.43,5030135.67,2,0,0.55,Small,44.08,1,0
Reddy Stores Enterprises,Uttar Pradesh,Retail,3.6,171515.15,2,0,0.32,Micro,67.61,0,1
Vijayawada Transport & Co,Andhra Pradesh,Logistics,22.85,387706.95,2,1,0.38,Micro,68.49,0,1
Chennai Gupta Pvt Ltd,Tamil Nadu,Retail,23.95,13894889.92,2,0,0.32,Medium,79.19,0,0
Gupta Emporium & Co,Kerala,Retail,0.91,1448779.63,2,0,0.32,Small,60.81,0,0
Surat Kapoor Pvt Ltd,Gujarat,F&B,9.67,1153352.95,3,1,0.55,Small,81.72,0,0
Konkan Nair Pvt Ltd,Maharashtra,Construction,6.72,625539.69,4,1,0.65,Micro,52.59,0,0
Jaipur Bazaar & Sons,Rajasthan,Retail,17.14,484844.52,2,0,0.32,Micro,84.55,0,1
Vijayawada Dairy LLP,Andhra Pradesh,F&B,10.0,50000.0,2,0,0.55,Micro,58.03,0,0
Madurai Estates LLP,Tamil Nadu,Construction,17.2,50000.0,3,0,0.65,Micro,70.18,0,0
Pillai Nutrition Pvt Ltd,Madhya Pradesh,F&B,8.92,2909996.66,3,0,0.55,Small,69.84,0,0
Kumar Stores & Co,Haryana,Retail,12.67,4048695.64,2,1,0.32,Small,82.69,0,1
Mysore Developers Pvt Ltd,Karnataka,Construction,1.87,663702.8,2,1,0.65,Micro,48.11,1,0
Mussoorie Retail Co & Co,Uttarakhand,Retail,1.88,6652483.39,2,0,0.32,Small,48.68,1,0
Mumbai Stores LLP,Maharashtra,Retail,2.73,378030.84,2,1,0.32,Micro,63.65,0,0
Malhotra Technologies Pvt Ltd,Karnataka,IT Services,7.32,731867.73,2,1,0.2,Micro,87.35,0,1
Reddy Freight LLP,Karnataka,Logistics,8.47,766233.69,2,0,0.38,Micro,71.22,0,1
HR Malhotra & Sons,Haryana,IT Services,14.3,184917.05,2,1,0.2,Micro,80.26,0,1
Kanpur Kapoor Pvt Ltd,Uttar Pradesh,Retail,1.92,50000.0,2,0,0.32,Micro,47.68,1,0
Pune Mart Pvt Ltd,Maharashtra,Retail,13.56,58083.72,2,1,0.32,Micro,68.59,0,1
Rohini Nutrition Pvt Ltd,Delhi,F&B,16.45,472064.75,6,1,0.55,Micro,75.75,0,0
Agarwal Agro & Co,Uttar Pradesh,F&B,0.61,5866098.33,3,0,0.55,Small,52.32,0,0
Sharma Stores & Sons,Maharashtra,Retail,14.75,1261010.28,2,0,0.32,Small,65.21,0,1
Das Confectionery Pvt Ltd,Madhya Pradesh,F&B,5.07,955096.1,3,0,0.55,Micro,51.56,0,0
Tirupati Pillai Pvt Ltd,Andhra Pradesh,F&B,9.7,583165.47,2,0,0.55,Micro,66.37,0,0
Bose Agro & Co,Delhi,F&B,5.0,267977.47,3,1,0.55,Micro,56.02,0,0
Patna Gowda & Sons,Bihar,IT Services,1.55,342295.09,2,0,0.2,Micro,57.35,0,0
Chennai Malhotra Pvt Ltd,Tamil Nadu,Manufacturing,1.18,1743531.36,2,0,0.48,Small,45.7,1,0
Reddy Projects & Co,Uttarakhand,Construction,15.07,1738527.9,2,1,0.65,Small,59.45,0,0
Kumar Fabricators Pvt Ltd,Uttar Pradesh,Manufacturing,1.98,4035513.26,2,0,0.48,Small,42.92,1,0
Agra Traders Pvt Ltd,Uttar Pradesh,Retail,8.34,1466052.8,2,0,0.32,Small,68.01,0,1
Konkan Hegde & Sons,Maharashtra,Logistics,5.01,474388.59,7,1,0.38,Micro,57.16,0,0
Indore Mehta LLP,Madhya Pradesh,Manufacturing,3.36,379451.47,7,1,0.48,Micro,70.92,0,1
Bose Movers Pvt Ltd,Delhi,Logistics,5.56,78005.71,2,1,0.38,Micro,55.61,0,0
Konkan Shetty Enterprises,Maharashtra,IT Services,0.5,1672297.9,2,0,0.2,Small,59.12,0,0
Kapoor Commerce Pvt Ltd,Maharashtra,Retail,5.45,3043711.92,2,1,0.32,Small,65.64,0,1
Ahmedabad Bose Enterprises,Gujarat,F&B,11.64,2005665.06,2,1,0.55,Small,60.57,0,0
Ahmedabad Gupta Enterprises,Gujarat,F&B,2.77,50000.0,2,1,0.55,Micro,41.39,1,0
Jodhpur InfoServ Pvt Ltd,Rajasthan,IT Services,17.98,314648.54,6,1,0.2,Micro,94.28,0,1
Rohtak Realty Pvt Ltd,Haryana,Construction,3.12,115819.4,2,1,0.65,Micro,50.32,0,0
Agarwal Retail Co & Co,Maharashtra,Retail,8.59,639442.6,3,1,0.32,Micro,79.19,0,1
Bose Forge & Co,Rajasthan,Manufacturing,1.41,386386.83,2,0,0.48,Micro,41.99,1,0
Iyer Nutrition Pvt Ltd,Karnataka,F&B,1.06,6570484.51,2,1,0.55,Small,38.26,1,0
Bose Confectionery & Co,Madhya Pradesh,F&B,5.38,4504804.94,3,0,0.55,Small,55.79,0,0
Patel Builders Pvt Ltd,Andhra Pradesh,Construction,2.95,2589962.29,3,0,0.65,Small,48.73,1,0
Surat Das & Sons,Gujarat,Retail,1.77,4839872.11,2,1,0.32,Small,58.78,0,0
Ajmer Reddy Enterprises,Rajasthan,F&B,10.92,50000.0,2,1,0.55,Micro,51.72,0,0
Iyer InfoServ & Sons,Tamil Nadu,IT Services,0.7,605515.32,2,1,0.2,Micro,50.9,0,0
DL Verma LLP,Delhi,Manufacturing,3.35,1822895.79,3,1,0.48,Small,58.93,0,0
AP Beverages Pvt Ltd,Andhra Pradesh,F&B,11.84,32681842.09,2,0,0.55,Medium,68.23,0,0
Venkat Manufacturing & Co,Delhi,Manufacturing,0.61,17182296.86,3,1,0.48,Medium,65.1,0,0
Coimbatore Verma Pvt Ltd,Tamil Nadu,Retail,15.13,9196983.52,3,0,0.32,Small,64.8,0,0
DL Beverages & Sons,Delhi,F&B,1.4,215971.51,2,1,0.55,Micro,40.3,1,0
Warangal Infosystems LLP,Telangana,IT Services,1.38,251758.52,2,1,0.2,Micro,56.78,0,0
Malhotra Cybertech LLP,Tamil Nadu,IT Services,7.75,946822.4,2,1,0.2,Micro,69.56,0,1
Malhotra Industries & Co,Maharashtra,Manufacturing,2.19,1782514.85,5,1,0.48,Small,57.0,0,0
Venkat Transport LLP,Rajasthan,Logistics,3.61,163760.07,2,1,0.38,Micro,64.61,0,0
Venkat Kitchen Pvt Ltd,Telangana,F&B,1.14,2497005.82,2,1,0.55,Small,46.39,1,0
Singh Transport & Co,Maharashtra,Logistics,12.32,1811683.57,2,1,0.38,Small,73.37,0,1
Bose Technologies Enterprises,Karnataka,IT Services,10.0,5964419.53,2,0,0.2,Small,72.51,0,0
Nashik Nutrition & Sons,Maharashtra,F&B,1.38,79307.42,2,0,0.55,Micro,33.96,1,0
Jain Couriers Enterprises,Tamil Nadu,Logistics,1.56,50000.0,2,1,0.38,Micro,49.9,1,0
Capital Stores & Co,Delhi,Retail,1.14,695477.06,2,1,0.32,Micro,44.34,1,0
Eastern Forge Pvt Ltd,West Bengal,Manufacturing,1.57,173597.08,4,0,0.48,Micro,47.64,1,0
Gowda Cargo Enterprises,Uttar Pradesh,Logistics,1.16,951962.84,2,0,0.38,Micro,51.56,0,0
Agra Works Enterprises,Uttar Pradesh,Manufacturing,0.88,215944.11,2,0,0.48,Micro,39.35,1,0
Salem Transport Pvt Ltd,Tamil Nadu,Logistics,12.89,2355921.06,3,0,0.38,Small,74.73,0,1
Nalgonda Kitchen Pvt Ltd,Telangana,F&B,4.94,308754.73,3,1,0.55,Micro,52.21,0,0
Capital Beverages & Sons,Delhi,F&B,0.77,511542.29,2,1,0.55,Micro,45.88,1,0
Hazaribagh Rao LLP,Jharkhand,Manufacturing,7.07,12327002.94,6,1,0.48,Medium,78.03,0,0
Verma Solutions Pvt Ltd,Uttar Pradesh,IT Services,3.71,1723677.94,2,0,0.2,Small,64.35,0,0
Malhotra Agro & Sons,Maharashtra,F&B,6.73,187080.96,3,1,0.55,Micro,52.94,0,0
Lucknow Anand & Co,Uttar Pradesh,Manufacturing,0.55,898619.43,2,0,0.48,Micro,34.48,1,0
Das Works & Sons,Tamil Nadu,Manufacturing,13.31,201443.34,2,1,0.48,Micro,71.21,0,1
Lucknow Menon Enterprises,Uttar Pradesh,Retail,3.43,215371.66,2,0,0.32,Micro,54.2,0,0
Pune Chopra & Co,Maharashtra,F&B,12.22,2470253.75,2,1,0.55,Small,73.03,0,0
Naidu Works Pvt Ltd,Karnataka,Manufacturing,11.77,22382363.83,2,0,0.48,Medium,70.72,0,0
Bhopal Infosystems & Co,Madhya Pradesh,IT Services,6.61,1959574.35,2,0,0.2,Small,59.36,0,0
Naidu Freight Pvt Ltd,Karnataka,Logistics,14.67,8787787.46,3,0,0.38,Small,84.52,0,0
Anand Projects Enterprises,Telangana,Construction,12.25,5356869.51,2,1,0.65,Small,61.08,0,0
Gupta Infosystems & Co,Karnataka,IT Services,1.46,336594.91,2,1,0.2,Micro,59.93,0,0
Varanasi Reddy Pvt Ltd,Uttar Pradesh,Construction,1.65,63661.54,7,0,0.65,Micro,41.66,1,0
Ajmer Kapoor LLP,Rajasthan,Manufacturing,1.42,425669.41,2,0,0.48,Micro,36.61,1,0
NCR Fabricators Pvt Ltd,Delhi,Manufacturing,8.61,1434225.57,2,1,0.48,Small,60.73,0,0
