company_name,State,Sector,paid_up_capital,authorized_cap_inr,age_years,capital_tier,director_count,state_npa_proxy,credit_score,default_risk,is_metro,sector_risk_score
Nova Fabrics Corp,Karnataka,Retail,5687550.404203143,7002189.945424675,3.03,Micro,3,0.05,559,0,1,0.35
Sai Industries Ltd,Karnataka,Logistics,819808.1126180735,965869.3390456241,5.63,Micro,3,0.05,664,0,1,0.42
Ravi Trading LLP,Telangana,Retail,2166570.9527509757,3218148.3763517756,11.19,Micro,2,0.08,689,0,1,0.35
Indian Fabrics Pvt Ltd,Delhi,Construction,3514404.0627186163,4809891.101649958,6.79,Micro,3,0.05,658,0,1,0.62
Balaji Foods Pvt Ltd,Maharashtra,Logistics,2169387.6410217066,3071358.3647227124,6.13,Micro,2,0.05,659,0,1,0.42
Dynamic Foods Ltd,Andhra Pradesh,Retail,8452933.487827161,12496574.365432834,2.56,Micro,1,0.08,541,0,0,0.35
Jagannath Logistics Pvt Ltd,Gujarat,Retail,7526876.324253768,9731525.844911208,1.04,Micro,4,0.05,555,0,0,0.35
Nova Enterprises Ltd,Delhi,Logistics,1722121.969346,2007853.3973854461,3.05,Micro,3,0.05,554,0,1,0.42
Sai Solutions Ltd,Karnataka,Retail,2333371.0364318243,3005794.464727719,9.43,Micro,3,0.05,669,0,1,0.35
Shree Builders Ltd,Haryana,Retail,86920108.09543063,116026699.66452378,2.98,Small,4,0.08,583,0,0,0.35
Shree Tech Ltd,Karnataka,Construction,2820657.4790076655,3325894.0657516257,6.08,Micro,4,0.05,664,0,1,0.62
Indian Ventures Corp,Telangana,Construction,1165175.5175220119,1457047.7215724618,2.8,Micro,1,0.08,538,1,1,0.62
Dynamic Fabrics Pvt Ltd,Telangana,Manufacturing,3907520.161809075,5048376.518584359,8.73,Micro,4,0.08,674,0,1,0.48
Maruti Trading Ltd,Gujarat,Construction,4027260.9674916705,5969559.811978316,8.3,Micro,1,0.05,676,0,0,0.62
Nova Foods Ltd,Uttarakhand,Manufacturing,2921596.665249042,3680740.2333710436,1.37,Micro,1,0.08,540,0,0,0.48
Dynamic Industries Pvt Ltd,Tamil Nadu,Manufacturing,4669652.864185886,6692407.651232633,2.83,Micro,1,0.08,540,0,1,0.48
Sai Foods LLP,West Bengal,Manufacturing,72467046.2948321,107838125.96698941,10.01,Small,2,0.08,705,0,1,0.48
Maruti Ventures Pvt Ltd,Punjab,Retail,976309.7494608944,1233067.0484724548,9.51,Micro,2,0.08,689,0,0,0.35
Global Tech Pvt Ltd,Karnataka,F&B,37161920.894099,41315109.61708681,4.78,Small,3,0.05,712,0,1,0.55
Ravi Trading LLP,Telangana,IT Services,709404.1849982634,954158.6034638766,10.88,Micro,1,0.08,643,0,1,0.28
Sai Trading Ltd,Punjab,Manufacturing,6205852.959229461,7987632.368333979,2.43,Micro,1,0.08,525,0,0,0.48
Quality Tech LLP,Telangana,Logistics,7922716.514014963,11655825.750473458,10.46,Micro,2,0.08,666,0,1,0.42
Shree Trading Corp,Maharashtra,Construction,5662313.376799326,7541635.068939874,5.61,Micro,3,0.05,647,0,1,0.62
Global Tech Ltd,Delhi,Logistics,1302383.9324691973,1588786.5166869492,1.52,Micro,3,0.05,563,1,1,0.42
Ravi Industries Ltd,Punjab,Logistics,2408939.3242752883,3447748.1198068713,5.9,Micro,2,0.08,685,0,0,0.42
Jagannath Logistics Ltd,Karnataka,Retail,568153.4557400219,849562.1157541503,6.74,Micro,4,0.05,689,0,1,0.35
Apex Tech Corp,Tamil Nadu,Retail,14506945.383936148,16363671.742612937,3.04,Small,2,0.08,590,0,1,0.35
Nova Fabrics Pvt Ltd,Karnataka,Manufacturing,1387795.9069611742,1530071.4813054616,6.43,Micro,2,0.05,681,0,1,0.48
Ravi Builders LLP,Maharashtra,F&B,2005497.9828435523,2866769.1405351027,11.81,Micro,4,0.05,679,0,1,0.55
Dynamic Ventures Corp,Tamil Nadu,Retail,4292183.95995905,6149729.065120268,3.87,Micro,1,0.08,555,0,1,0.35
Indian Industries Pvt Ltd,Andhra Pradesh,Manufacturing,4858331.593738668,6418426.946720359,9.73,Micro,4,0.08,704,0,0,0.48
Jagannath Tech LLP,Karnataka,Logistics,9201064.88736208,13393524.709796784,8.15,Micro,1,0.05,702,0,1,0.42
Indian Fabrics LLP,Maharashtra,Retail,4996929.538880971,6919868.12129867,7.48,Micro,2,0.05,725,0,1,0.35
Jagannath Ventures Pvt Ltd,Gujarat,Construction,9329568.89146902,12451517.899816392,8.71,Micro,4,0.05,673,0,0,0.62
Shree Builders Pvt Ltd,D&N Haveli & Daman & Diu,Manufacturing,1065780.7194425103,1326126.3016513742,6.82,Micro,3,0.08,688,0,0,0.48
Jagannath Industries Ltd,Karnataka,Manufacturing,9923499.353056097,13566794.450176178,6.28,Micro,3,0.05,668,0,1,0.48
Global Trading Ltd,Tamil Nadu,Manufacturing,13513147.08619152,15271940.689011488,17.79,Small,4,0.08,790,0,1,0.48
Balaji Fabrics Corp,Madhya Pradesh,IT Services,20834293.98351917,28212254.62500984,14.31,Small,4,0.08,796,0,0,0.28
Balaji Fabrics LLP,Bihar,Logistics,5559460.262092077,7490022.070294835,4.21,Micro,1,0.11,644,0,0,0.42
Balaji Foods Corp,Andhra Pradesh,Construction,72855534.3580371,80845458.81100917,4.18,Small,1,0.08,682,0,0,0.62
Apex Trading Corp,Gujarat,Retail,71460311.99976507,99013063.16414648,9.67,Small,1,0.05,746,0,0,0.35
Balaji Industries Ltd,Telangana,Construction,87468352.96996306,97668268.68864517,7.11,Small,3,0.08,698,0,1,0.62
Sai Builders Ltd,Maharashtra,Manufacturing,1495987.2541128835,2048065.5560468482,7.71,Micro,4,0.05,683,0,1,0.48
Sai Tech LLP,Maharashtra,Logistics,6089337.619404241,8503387.443990543,5.87,Micro,4,0.05,674,0,1,0.42
Ravi Trading Corp,Tamil Nadu,Construction,37878187.14901548,48019824.74867649,10.57,Small,4,0.08,663,0,1,0.62
Maruti Trading Ltd,Karnataka,Manufacturing,169570744.79380235,240986195.8387603,8.8,Medium,1,0.05,712,0,1,0.48
Sai Fabrics Ltd,Gujarat,Manufacturing,63733822.06650455,91603552.40648969,8.96,Small,1,0.05,696,0,0,0.48
Maruti Ventures Pvt Ltd,Karnataka,Retail,6589554.148849716,7513999.348507641,4.46,Micro,1,0.05,671,0,1,0.35
Ravi Ventures Pvt Ltd,Maharashtra,IT Services,6205354.515132519,8338065.480014797,9.21,Micro,2,0.05,693,0,1,0.28
Shree Solutions Corp,Punjab,F&B,2848242.8329651416,3659251.2711143857,0.55,Micro,4,0.08,529,0,0,0.55
Apex Foods Corp,Delhi,Logistics,4781298.436424826,5863250.54968587,11.33,Micro,3,0.05,624,0,1,0.42
Quality Trading Pvt Ltd,Himachal Pradesh,Manufacturing,4935364.129430072,5527392.393850603,7.38,Micro,2,0.08,652,0,0,0.48
Indian Industries Corp,West Bengal,IT Services,3664121.6780235483,4841704.561619129,7.54,Micro,1,0.08,697,0,1,0.28
Ravi Enterprises LLP,Delhi,Logistics,7774486.894736268,10088257.006527396,10.49,Micro,3,0.05,694,0,1,0.42
Dynamic Builders Ltd,Tamil Nadu,Manufacturing,6750637.711941967,9093424.57306204,1.23,Micro,3,0.08,532,0,1,0.48
Dynamic Ventures Ltd,Maharashtra,IT Services,5890830.993367344,8114140.027212319,4.41,Micro,1,0.05,663,0,1,0.28
Maruti Foods Ltd,Maharashtra,Retail,6515408.102252528,7250642.372514924,6.76,Micro,4,0.05,668,0,1,0.35
Balaji Fabrics LLP,Uttar Pradesh,Manufacturing,5787051.001555131,6444788.669038144,4.21,Micro,1,0.11,618,0,0,0.48
Sai Tech Ltd,Rajasthan,Retail,8336015.693917319,9876687.572944982,1.74,Micro,2,0.08,545,0,0,0.35
Global Industries Pvt Ltd,Karnataka,Retail,9217285.10636696,10889413.171102906,4.38,Micro,3,0.05,660,0,1,0.35
Quality Solutions Pvt Ltd,Karnataka,Construction,9080592.5276268,12839591.920937508,5.57,Micro,1,0.05,681,0,1,0.62
Nova Industries Pvt Ltd,Karnataka,Retail,7406133.649903298,10787681.24322009,4.15,Micro,2,0.05,702,0,1,0.35
Maruti Ventures Ltd,Gujarat,Retail,20981344.996435106,23653088.45562069,4.24,Small,3,0.05,694,0,0,0.35
Ravi Foods Pvt Ltd,Odisha,Manufacturing,842541.101968027,939228.3362700549,8.03,Micro,3,0.11,637,0,0,0.48
Nova Logistics Ltd,Delhi,Retail,7857404.808528013,9291677.548899343,7.69,Micro,3,0.05,646,0,1,0.35
Shree Fabrics LLP,Rajasthan,Retail,794751.806061315,956727.2795230477,20.18,Micro,4,0.08,770,0,0,0.35
Shree Trading Ltd,Delhi,IT Services,4773425.167811443,6657365.384170256,2.15,Micro,1,0.05,538,0,1,0.28
Maruti Industries Pvt Ltd,West Bengal,Manufacturing,8661624.546304515,10619202.189169843,7.64,Micro,3,0.08,646,0,1,0.48
Maruti Trading Corp,Maharashtra,Manufacturing,4854563.338793229,6122580.174470795,7.23,Micro,2,0.05,689,0,1,0.48
Nova Tech Pvt Ltd,Telangana,IT Services,4414906.8230796615,4992321.005064683,11.65,Micro,3,0.08,672,0,1,0.28
Indian Fabrics Corp,Gujarat,Construction,5935268.405964633,7805823.487936646,0.86,Micro,1,0.05,540,0,0,0.62
Balaji Industries Ltd,Karnataka,Retail,2551125.2967004576,3723360.348826932,1.96,Micro,1,0.05,535,0,1,0.35
Global Fabrics LLP,Maharashtra,Construction,9601436.1447534,12740049.096727097,5.43,Micro,2,0.05,644,0,1,0.62
Indian Trading Pvt Ltd,Maharashtra,Manufacturing,7932844.474614766,10091991.585456068,12.32,Micro,1,0.05,724,0,1,0.48
Quality Industries LLP,Telangana,Manufacturing,53361871.346486256,66435299.1918009,5.97,Small,4,0.08,691,0,1,0.48
Jagannath Foods Pvt Ltd,Delhi,Retail,5633728.728329522,6801396.858520548,12.89,Micro,1,0.05,721,0,1,0.35
Jagannath Foods Pvt Ltd,Tamil Nadu,Retail,62054705.002227865,73926757.31638925,2.26,Small,1,0.08,554,0,1,0.35
Global Industries Pvt Ltd,Delhi,Logistics,4701648.034771974,6549355.16382824,7.5,Micro,2,0.05,659,0,1,0.42
Global Trading Ltd,Telangana,Manufacturing,6778900.970473652,9919740.974201426,7.44,Micro,2,0.08,682,0,1,0.48
Maruti Ventures Pvt Ltd,Delhi,Construction,6902866.306661476,9562464.393871492,9.37,Micro,2,0.05,684,0,1,0.62
Nova Ventures Pvt Ltd,Uttar Pradesh,Manufacturing,30734165.39739977,39553945.41184036,3.74,Small,3,0.11,553,0,0,0.48
Apex Enterprises Corp,Gujarat,Manufacturing,2042563.7834298245,2983689.069904093,18.99,Micro,3,0.05,767,0,0,0.48
Global Fabrics Pvt Ltd,Telangana,Retail,79159102.17535271,94091682.94022155,5.78,Small,2,0.08,732,0,1,0.35
Indian Fabrics Ltd,Manipur,Manufacturing,9103901.779691176,12974405.713291729,11.97,Micro,2,0.08,670,0,0,0.48
Jagannath Enterprises Pvt Ltd,Haryana,Logistics,5118763.021034213,6660100.711581864,6.72,Micro,1,0.08,682,0,0,0.42
Maruti Fabrics LLP,Tamil Nadu,IT Services,8814403.236972349,11956628.314963372,3.52,Micro,2,0.08,547,0,1,0.28
Apex Foods Pvt Ltd,Karnataka,Logistics,3778312.2661616225,5421261.798078579,4.96,Micro,4,0.05,691,0,1,0.42
Jagannath Builders Ltd,Rajasthan,Retail,5443892.241853452,6116401.016600619,11.24,Micro,4,0.08,637,0,0,0.35
Balaji Tech Corp,Karnataka,Manufacturing,5224018.077362715,7184628.308878782,8.56,Micro,2,0.05,671,0,1,0.48
Jagannath Ventures Ltd,Rajasthan,Retail,8226096.892105292,11239972.447960215,4.48,Micro,3,0.08,684,0,0,0.35
Jagannath Solutions Ltd,Uttar Pradesh,Logistics,6410806.159805852,8488498.772525495,7.51,Micro,1,0.11,617,0,0,0.42
Indian Enterprises Corp,Delhi,IT Services,2880261.2243311973,3706984.50030595,19.82,Micro,1,0.05,723,0,1,0.28
Sai Trading Ltd,Maharashtra,Retail,4405919.512430747,5081927.565195249,10.71,Micro,4,0.05,663,0,1,0.35
Apex Fabrics Ltd,Telangana,Construction,59052580.96835322,71732332.84210882,1.11,Small,4,0.08,545,0,1,0.62
Jagannath Tech Ltd,Karnataka,Retail,32783957.575815096,43495947.514151536,10.73,Small,1,0.05,701,0,1,0.35
Dynamic Fabrics Pvt Ltd,Maharashtra,Manufacturing,6239614.230249089,7889020.0886684945,5.9,Micro,1,0.05,670,0,1,0.48
Global Industries Pvt Ltd,Rajasthan,IT Services,3739846.2002787776,4281123.072080908,6.97,Micro,1,0.08,685,0,0,0.28
Dynamic Trading LLP,Maharashtra,Construction,2587387.103571309,3338569.338624794,13.48,Micro,3,0.05,729,0,1,0.62
Nova Tech Corp,Maharashtra,Retail,2208928.9913955824,3096308.887897609,7.43,Micro,4,0.05,690,0,1,0.35
Dynamic Logistics Pvt Ltd,Maharashtra,IT Services,2857067.259845099,3371414.0973113314,10.25,Micro,2,0.05,700,0,1,0.28
Nova Solutions Pvt Ltd,Uttar Pradesh,Retail,2015123.4238983537,2620253.6556661786,9.87,Micro,1,0.11,611,0,0,0.35
Quality Tech LLP,Gujarat,Manufacturing,1164546.760505261,1386136.2237892228,12.01,Micro,3,0.05,741,0,0,0.48
Quality Industries LLP,Madhya Pradesh,IT Services,954967.2172155455,1315344.6948433425,5.56,Micro,2,0.08,665,0,0,0.28
Apex Industries Ltd,Telangana,Retail,8810961.99239776,10538980.018246662,6.13,Micro,4,0.08,689,0,1,0.35
Balaji Logistics Pvt Ltd,Maharashtra,Retail,8884616.926881349,11512726.805597322,5.04,Micro,4,0.05,660,0,1,0.35
Apex Builders Corp,Gujarat,Manufacturing,2789516.9475136064,3894202.254758278,7.59,Micro,3,0.05,655,0,0,0.48
Maruti Tech LLP,Karnataka,Manufacturing,7419268.22114555,8739460.80345907,14.96,Micro,2,0.05,734,0,1,0.48
Apex Enterprises LLP,Gujarat,Construction,5922472.08348152,7424301.933133772,1.75,Micro,4,0.05,533,0,0,0.62
Sai Solutions Pvt Ltd,Tamil Nadu,IT Services,347805064.5194864,454539159.50021785,7.11,Medium,3,0.08,720,0,1,0.28
Balaji Industries Pvt Ltd,Andhra Pradesh,Retail,8641233.243885247,11666259.99922245,13.2,Micro,4,0.08,768,0,0,0.35
Jagannath Builders Ltd,Uttar Pradesh,Retail,5693323.292399684,7673788.12148328,14.04,Micro,4,0.11,716,0,0,0.35
Ravi Enterprises Ltd,Chandigarh,Logistics,4801209.949633769,5731137.543223793,10.35,Micro,2,0.08,656,0,0,0.42
Shree Ventures Pvt Ltd,Haryana,Logistics,47525138.506107904,58385151.33059775,10.82,Small,3,0.08,719,0,0,0.42
Sai Solutions Corp,Delhi,Manufacturing,6369227.007520249,7641929.559089973,6.13,Micro,4,0.05,664,0,1,0.48
Indian Fabrics Pvt Ltd,Delhi,F&B,85990311.92284799,120384021.22502193,5.49,Small,1,0.05,694,0,1,0.55
Ravi Enterprises Ltd,Karnataka,Manufacturing,8354728.477511291,10058311.377088975,2.33,Micro,2,0.05,551,0,1,0.48
Indian Builders Ltd,Telangana,IT Services,7219379.500417095,9609571.502613973,4.87,Micro,1,0.08,679,0,1,0.28
Maruti Industries Corp,Maharashtra,Construction,7908672.223686252,8746126.181591723,8.08,Micro,4,0.05,677,0,1,0.62
Balaji Trading Corp,Rajasthan,F&B,6875275.601508146,8564631.566796206,5.73,Micro,4,0.08,658,0,0,0.55
Balaji Tech Ltd,West Bengal,Manufacturing,7619676.870225094,11378765.380743649,15.98,Micro,2,0.08,740,0,1,0.48
Shree Enterprises LLP,Rajasthan,Logistics,6472403.090677585,8597677.524851115,3.86,Micro,2,0.08,521,0,0,0.42
Global Trading Pvt Ltd,Maharashtra,F&B,9459126.505973848,10602820.315629845,2.6,Micro,1,0.05,542,0,1,0.55
Dynamic Trading Corp,Karnataka,Construction,3175941.598453616,4252500.965507788,8.55,Micro,2,0.05,679,0,1,0.62
Global Solutions Ltd,Tamil Nadu,IT Services,9298251.009609956,11104892.138365092,3.85,Micro,4,0.08,542,0,1,0.28
Apex Trading Pvt Ltd,Uttar Pradesh,Retail,7310044.6563817235,9996568.058311809,8.48,Micro,1,0.11,603,0,0,0.35
Quality Logistics Corp,Madhya Pradesh,Manufacturing,1077711.6132486034,1522350.045937485,4.98,Micro,4,0.08,676,0,0,0.48
Nova Trading Pvt Ltd,Gujarat,Manufacturing,2943381.436433884,3992804.0549936453,3.85,Micro,2,0.05,538,0,0,0.48
Dynamic Logistics Corp,Delhi,Construction,829132.5343393604,962023.8761737648,6.38,Micro,4,0.05,708,0,1,0.62
Global Industries LLP,Delhi,IT Services,7140482.308031328,8564990.722378625,3.22,Micro,1,0.05,549,0,1,0.28
Sai Solutions Ltd,Bihar,Logistics,8208029.376122779,11858115.15777084,5.34,Micro,2,0.11,622,0,0,0.42
Nova Ventures Ltd,Gujarat,Retail,2620160.664445531,3682968.1980255367,14.21,Micro,3,0.05,758,0,0,0.35
Indian Trading Ltd,Uttar Pradesh,Manufacturing,6475987.8284515105,8111293.634356791,2.85,Micro,4,0.11,503,0,0,0.48
Quality Solutions Corp,Gujarat,IT Services,9584819.825544188,13932982.904423263,15.81,Micro,2,0.05,753,0,0,0.28
Quality Industries Corp,D&N Haveli & Daman & Diu,Manufacturing,2257331.589696936,2623417.651697334,6.3,Micro,3,0.08,717,0,0,0.48
Dynamic Industries LLP,Karnataka,IT Services,2350073.036186081,2892223.4481609478,19.61,Micro,4,0.05,763,0,1,0.28
Jagannath Ventures LLP,Maharashtra,Manufacturing,23529466.003131814,27534835.107835174,19.52,Small,1,0.05,772,0,1,0.48
Quality Industries LLP,Gujarat,Manufacturing,5812708.300580071,8658037.406979823,7.98,Micro,1,0.05,670,0,0,0.48
Apex Logistics LLP,Telangana,IT Services,356617228.7509502,472130258.2412185,10.13,Medium,2,0.08,691,0,1,0.28
Ravi Fabrics Ltd,Rajasthan,IT Services,8813208.143693285,11970977.56550661,3.74,Micro,3,0.08,537,0,0,0.28
Dynamic Solutions Pvt Ltd,Karnataka,Manufacturing,1340585.9082924654,1848917.3644123056,10.15,Micro,3,0.05,648,0,1,0.48
Nova Builders LLP,Meghalaya,F&B,16155069.802078232,23146065.397476654,4.95,Small,3,0.08,708,0,0,0.55
Balaji Foods Ltd,Delhi,Manufacturing,7261849.083882126,10638774.580049261,10.03,Micro,1,0.05,676,0,1,0.48
Dynamic Tech Ltd,Karnataka,Manufacturing,41492852.49760767,56284671.09001376,13.42,Small,1,0.05,795,0,1,0.48
Maruti Tech LLP,Maharashtra,Logistics,6280490.743818831,9189273.628290288,3.97,Micro,1,0.05,514,0,1,0.42
Ravi Ventures Ltd,Maharashtra,Manufacturing,5616977.819841132,6848637.089446798,9.48,Micro,3,0.05,634,0,1,0.48
Indian Industries Ltd,Gujarat,Manufacturing,3549729.0982481223,4215650.723176555,4.09,Micro,4,0.05,669,0,0,0.48
Jagannath Fabrics Corp,Delhi,Manufacturing,8405352.612122966,12384472.483720077,2.43,Micro,3,0.05,503,0,1,0.48
Ravi Industries Ltd,Manipur,Manufacturing,6849003.352322362,9843446.781662636,7.02,Micro,1,0.08,676,0,0,0.48
Jagannath Fabrics Pvt Ltd,Maharashtra,Construction,6822641.837413888,8608043.780671922,4.7,Micro,3,0.05,675,0,1,0.62
Shree Solutions LLP,Maharashtra,Retail,97240570.38966247,108251161.26731338,5.1,Small,3,0.05,711,0,1,0.35
Nova Solutions Corp,Telangana,Retail,7287481.116514111,8971926.013302498,12.77,Micro,4,0.08,759,0,1,0.35
Maruti Logistics Pvt Ltd,Uttar Pradesh,Construction,4871633.604413357,5387872.604648301,4.1,Micro,1,0.11,627,0,0,0.62
Global Foods Ltd,Odisha,Retail,3622436.6287257397,4175908.0355897113,17.08,Micro,4,0.11,706,0,0,0.35
Sai Tech Ltd,Jharkhand,Retail,1715541.2573072393,2038487.1256058437,7.44,Micro,2,0.11,607,0,0,0.35
Jagannath Industries LLP,Telangana,Logistics,28926645.33498481,32988002.23893798,3.73,Small,3,0.08,619,0,1,0.42
Apex Trading Corp,Karnataka,Logistics,91282542.54376253,101397456.53897859,6.25,Small,2,0.05,726,0,1,0.42
Ravi Tech Pvt Ltd,Andhra Pradesh,Retail,5550654.5874519795,7413097.368272332,1.3,Micro,2,0.08,553,0,0,0.35
Maruti Tech Pvt Ltd,Gujarat,Retail,7243340.354681114,8568401.268655851,8.42,Micro,4,0.05,663,0,0,0.35
Balaji Foods LLP,Tamil Nadu,F&B,658278.8510230047,938742.7114733515,2.21,Micro,4,0.08,522,1,1,0.55
Maruti Solutions Corp,Odisha,F&B,92935570.61706762,135235336.83212176,3.59,Small,4,0.11,548,0,0,0.55
Ravi Ventures Corp,Tamil Nadu,Retail,3718775.0773078017,5429431.674826881,8.04,Micro,4,0.08,699,0,1,0.35
Quality Enterprises Ltd,Maharashtra,Logistics,9171869.978564125,13288871.146490544,11.21,Micro,2,0.05,675,0,1,0.42
Balaji Enterprises Pvt Ltd,Telangana,Manufacturing,715840.8191128502,849353.1198076828,7.95,Micro,3,0.08,642,0,1,0.48
Balaji Ventures Ltd,Tamil Nadu,Retail,6564035.247979857,7501816.3027185965,10.58,Micro,4,0.08,671,0,1,0.35
Nova Logistics LLP,Uttar Pradesh,Logistics,3925537.628692381,5696857.429910622,5.94,Micro,4,0.11,612,0,0,0.42
Sai Industries LLP,Delhi,Logistics,70538576.27396263,83145502.36687817,14.74,Small,4,0.05,755,0,1,0.42
Global Enterprises Pvt Ltd,Maharashtra,Retail,706695.2676748481,854163.9231840721,21.05,Micro,2,0.05,746,0,1,0.35
Dynamic Enterprises Corp,West Bengal,Manufacturing,9305508.821873482,11706434.310314089,15.0,Micro,4,0.08,765,0,1,0.48
Apex Foods Ltd,Rajasthan,Retail,821254.0691136637,1084388.2548023192,6.3,Micro,4,0.08,706,0,0,0.35
Sai Logistics Corp,Karnataka,Logistics,7367361.537513021,8570903.425004318,5.1,Micro,4,0.05,624,0,1,0.42
Dynamic Fabrics LLP,West Bengal,F&B,83329892.31498034,92411982.8339034,7.14,Small,2,0.08,745,0,1,0.55
Nova Solutions Corp,Karnataka,Logistics,1588239.9243025423,2074268.0175763017,11.53,Micro,1,0.05,663,0,1,0.42
Quality Fabrics Corp,Maharashtra,Construction,1167124.986647764,1720368.5498831796,8.11,Micro,2,0.05,669,0,1,0.62
Apex Builders Pvt Ltd,Bihar,Logistics,42230932.04486672,50575841.59345318,5.44,Small,2,0.11,635,0,0,0.42
Quality Industries Pvt Ltd,Maharashtra,Retail,8366083.722027717,9216224.748679075,7.65,Micro,3,0.05,705,0,1,0.35
Ravi Foods Ltd,Telangana,Manufacturing,4613715.8199983435,6690003.673948905,5.7,Micro,3,0.08,693,0,1,0.48
Ravi Trading LLP,Karnataka,Logistics,532652.2384864184,738284.6667662307,5.4,Micro,3,0.05,683,0,1,0.42
Shree Enterprises LLP,Telangana,Construction,5015916.758619187,6170449.331994932,4.88,Micro,2,0.08,662,0,1,0.62
Ravi Ventures LLP,West Bengal,Construction,4081650.209210659,4652326.987087419,1.71,Micro,1,0.08,552,0,1,0.62
Ravi Builders LLP,Delhi,Logistics,3237520.589614899,4247194.77466106,6.32,Micro,4,0.05,690,0,1,0.42
Global Solutions LLP,Delhi,Construction,3441406.112530602,4926330.9837863315,7.21,Micro,2,0.05,685,0,1,0.62
Shree Builders Ltd,Tamil Nadu,Logistics,7166812.29665117,10305196.159274457,2.35,Micro,3,0.08,523,0,1,0.42
Ravi Tech LLP,Maharashtra,IT Services,97235975.36338817,108537943.19780728,4.53,Small,1,0.05,724,0,1,0.28
Indian Enterprises Corp,Uttar Pradesh,Logistics,540039.0901079815,630528.7259395327,2.11,Micro,3,0.11,515,1,0,0.42
Quality Trading Pvt Ltd,Tamil Nadu,Construction,99738147.91009913,140709545.5845284,4.95,Small,4,0.08,731,0,1,0.62
Quality Fabrics Pvt Ltd,Jharkhand,Manufacturing,15036283.352772843,19003597.921819687,2.81,Small,4,0.11,567,0,0,0.48
Ravi Solutions Ltd,Uttar Pradesh,Retail,173618044.91076103,253001195.930967,15.91,Medium,4,0.11,753,0,0,0.35
Apex Fabrics Corp,Karnataka,Retail,3281227.9596143845,4260827.977222574,8.26,Micro,4,0.05,686,0,1,0.35
Nova Ventures LLP,Delhi,Retail,2123339.827896772,2841900.7114515724,5.13,Micro,4,0.05,664,0,1,0.35
Ravi Enterprises Corp,Haryana,Retail,499886314.2178263,596529580.1604774,21.81,Medium,2,0.08,754,0,0,0.35
Apex Solutions Pvt Ltd,Gujarat,Construction,30355899.20279399,44257731.523143426,2.45,Small,4,0.05,590,0,0,0.62
Apex Foods LLP,Chhattisgarh,Logistics,1463224.7412341274,1925285.8452021787,5.0,Micro,1,0.08,712,0,0,0.42
Quality Builders Ltd,Delhi,Logistics,371056004.2298091,511947223.56036955,11.66,Medium,2,0.05,702,0,1,0.42
Nova Fabrics Ltd,Delhi,Manufacturing,2809562.3602407803,3576077.3142490583,10.32,Micro,4,0.05,653,0,1,0.48
Nova Fabrics LLP,Haryana,Manufacturing,5858077.432111027,7014616.414711612,7.42,Micro,3,0.08,654,0,0,0.48
Jagannath Tech Corp,Karnataka,Manufacturing,9031696.63163196,10997740.567137191,15.79,Micro,4,0.05,748,0,1,0.48
Sai Enterprises Pvt Ltd,West Bengal,Construction,5394441.589573529,7707232.5904476745,7.27,Micro,4,0.08,662,0,1,0.62
Jagannath Enterprises Pvt Ltd,Delhi,Logistics,7157497.888873683,10290841.423994865,9.5,Micro,3,0.05,649,0,1,0.42
Dynamic Trading Pvt Ltd,Telangana,Logistics,25146294.07364295,36868957.378295824,5.42,Small,4,0.08,709,0,1,0.42
Sai Trading Corp,Uttar Pradesh,Manufacturing,4786551.11595023,6695249.288498476,17.11,Micro,3,0.11,665,0,0,0.48
Jagannath Logistics Pvt Ltd,Karnataka,Manufacturing,5895129.113277893,8233267.5230591865,2.92,Micro,4,0.05,536,0,1,0.48
Apex Logistics LLP,Tamil Nadu,Retail,8327490.250354607,10318395.428735323,5.66,Micro,2,0.08,691,0,1,0.35
Ravi Trading Pvt Ltd,Maharashtra,Retail,6190048.073144983,8561069.610023735,7.29,Micro,2,0.05,676,0,1,0.35
Maruti Foods Corp,Gujarat,Manufacturing,86070417.56679875,124212852.55018933,1.59,Small,2,0.05,570,0,0,0.48
Maruti Enterprises Corp,Tamil Nadu,Manufacturing,5378750.029716294,7718791.11639519,10.7,Micro,1,0.08,632,0,1,0.48
Shree Ventures Corp,Maharashtra,Retail,19884532.17881178,28357158.45223172,7.23,Small,2,0.05,714,0,1,0.35
Indian Foods LLP,Delhi,Construction,2313840.4484587074,3328385.7744472264,7.56,Micro,2,0.05,691,0,1,0.62
Jagannath Solutions LLP,Delhi,F&B,1276731.2100698208,1791218.338193494,11.41,Micro,2,0.05,655,0,1,0.55
Apex Industries Pvt Ltd,Tamil Nadu,IT Services,1653616.1412419924,2364581.668424092,1.17,Micro,4,0.08,542,0,1,0.28
Sai Trading Ltd,Maharashtra,Manufacturing,4277845.236956749,5609235.66666105,4.77,Micro,4,0.05,663,0,1,0.48
Jagannath Solutions Pvt Ltd,Gujarat,Construction,42004585.485185444,57258659.275390096,8.57,Small,1,0.05,720,0,0,0.62
Shree Foods LLP,Gujarat,F&B,7659393.774397137,9938031.99988403,11.87,Micro,4,0.05,675,0,0,0.55
Quality Trading LLP,Tamil Nadu,Construction,4155944.162882709,5555260.125190003,7.49,Micro,4,0.08,656,0,1,0.62
Nova Solutions Ltd,Delhi,Retail,5630693.946182241,7064028.468436811,8.11,Micro,4,0.05,671,0,1,0.35
